invoice_no,customer_id,category,product_name,quantity,price,payment_method,invoice_date,shopping_mall,discount,email,gender,age,city,total_amount
INV00149,CUST1052,Electronics,Samsung Galaxy M32,1,12739.23,Credit Card,2022-05-07,Proddatur Central Mall,40.93,jyothi.prasad@yahoo.com,Female,40,Proddatur,7525.06
INV00150,CUST0294,Home & Kitchen,Plastic Storage Containers,2,520.21,UPI,2023-06-08,Sri Lakshmi Shopping Mall,24.02,manoj.naidu@proddaturmail.com,Male,34,Proddatur,790.51
INV00151,CUST1038,Groceries,MTR Masala Pack,4,378.24,UPI,2023-08-26,PSR Shopping Mall,34.88,rama.patil@rediffmail.com,Female,48,Proddatur,985.24
INV00152,CUST1154,Clothing,Kurta Pajama,2,1685.62,UPI,2023-03-12,JC Brothers Shopping Complex,28.21,siva.reddy@apcob.org,Male,46,Kadapa,2420.21
INV00153,CUST1399,Home & Kitchen,Wooden Cutting Board,1,522.24,Debit Card,2022-02-04,Proddatur Central Mall,45.41,sridevi.achary@apsrtc.gov.in,Female,43,Proddatur,285.09
INV00154,CUST0804,Jewelry,Brass Antique Jewelry,1,987.67,Debit Card,2023-04-25,SVR Mall,49.09,madhavi.gopal@apcob.org,Female,43,Kadapa,502.82
INV00155,CUST0970,Electronics,Sony Home Theatre,5,20859.36,Credit Card,2022-08-04,JC Brothers Shopping Complex,3.14,prasad.raju@andhramail.com,Male,38,Mydukur,101021.88
INV00156,CUST1286,Home & Kitchen,Clay Cookware Set,7,1689.22,UPI,2023-11-03,JC Brothers Shopping Complex,42.93,kiran.gopal@apcob.org,Male,39,Proddatur,6748.26
INV00157,CUST1184,Clothing,Silk Pattu Saree,2,10647.84,Credit Card,2023-02-08,SVR Mall,23.59,mohan.naidu@hotmail.com,Male,61,Proddatur,16272.03
INV00158,CUST0312,Jewelry,Imitation Bridal Set,11,3036.9,Credit Card,2023-12-27,SVR Mall,34.89,sneha.raju@apsrtc.gov.in,Female,25,Proddatur,21750.58
INV00159,CUST0564,Groceries,Kellogg's Corn Flakes,3,188.11,Cash,2022-12-23,Proddatur Central Mall,1.48,anil.subramaniam@apsrtc.gov.in,Male,21,Proddatur,555.98
INV00160,CUST1510,Home & Kitchen,Copper Water Bottles,2,1447.39,Cash,2022-04-09,Proddatur Central Mall,23.82,sridevi.prasad@andhramail.com,Female,50,Proddatur,2205.24
INV00161,CUST0197,Jewelry,Temple Jewellery Set,1,4048.57,Paytm,2022-04-18,Sri Lakshmi Shopping Mall,19.2,jyothi.pillai@apcob.org,Female,48,Proddatur,3271.24
INV00162,CUST0381,Groceries,Sunflower Oil (5L),1,811.23,Debit Card,2022-03-05,JC Brothers Shopping Complex,37.5,vijaya.raju@yahoo.com,Female,26,Proddatur,507.02
INV00163,CUST0261,Home & Kitchen,Prestige Pressure Cooker,1,3347.1,Credit Card,2023-09-14,PSR Shopping Mall,16.06,vijaya.shastri@kakinada.edu.in,Female,43,Proddatur,2809.56
INV00164,CUST1167,Sports,Sports Water Bottle,3,466.94,Debit Card,2022-05-17,JC Brothers Shopping Complex,9.79,ganesh.suryanarayana@apcob.org,Male,54,Proddatur,1263.68
INV00165,CUST1762,Clothing,Kids' T-Shirt,16,517.03,Cash,2022-08-19,Sri Lakshmi Shopping Mall,26.43,savitri.swamy@yahoo.com,Female,55,Proddatur,6086.06
INV00166,CUST1978,Clothing,Women's Saree,9,2823.01,Cash,2023-08-20,JC Brothers Shopping Complex,40.5,anitha.reddy@hotmail.com,Female,36,Proddatur,15117.22
INV00167,CUST0935,Groceries,Sunflower Oil (5L),2,902.21,Paytm,2023-02-22,SVR Mall,34.12,ganesh.gupta@apcob.org,Male,28,Proddatur,1188.75
INV00168,CUST0475,Clothing,Churidar Set,3,2511.85,Debit Card,2023-05-24,SVR Mall,23.69,prasad.hegde@apsrtc.gov.in,Male,40,Proddatur,5750.38
INV00169,CUST1745,Beauty,Himalaya Face Wash,3,215.83,Cash,2023-07-27,SVR Mall,31.27,siva.hegde@kakinada.edu.in,Male,36,Proddatur,445.02
INV00170,CUST0700,Clothing,Designer Blouse,1,1017.52,UPI,2022-03-22,SVR Mall,5.9,devi.iyer@apsrtc.gov.in,Female,38,Rajampet,957.49
INV00171,CUST1399,Electronics,Philips Mixer Grinder,3,4553.32,Cash,2023-07-08,PSR Shopping Mall,14.49,sridevi.achary@apsrtc.gov.in,Female,43,Proddatur,11680.63
INV00172,CUST0659,Electronics,LG Smart TV,1,49202.87,Credit Card,2023-12-22,SVR Mall,3.74,suresh.kumar@apcob.org,Male,44,Proddatur,47362.68
INV00173,CUST0846,Groceries,Kellogg's Corn Flakes,8,254.24,Cash,2023-09-18,SVR Mall,27.3,kavita.ramakrishna@gmail.com,Female,36,Jammalamadugu,1478.66
INV00174,CUST0375,Jewelry,Pearl Necklace,1,2959.7,Debit Card,2023-04-28,Proddatur Central Mall,1.61,anil.gupta@apcob.org,Male,24,Proddatur,2912.05
INV00175,CUST1522,Jewelry,Gold Plated Bangles,2,1278.58,Cash,2022-12-09,Sri Lakshmi Shopping Mall,27.35,harish.devi@gmail.com,Male,62,Jammalamadugu,1857.78
INV00176,CUST1136,Groceries,Horlicks (500g),5,340.43,Cash,2022-08-30,Sri Lakshmi Shopping Mall,35.15,praveen.hegde@proddaturmail.com,Male,25,Kadapa,1103.84
INV00177,CUST1241,Sports,Skipping Rope,4,379.44,UPI,2022-12-21,SVR Mall,30.62,sunita.pandey@andhramail.com,Female,56,Mydukur,1053.02
INV00178,CUST1146,Footwear,Traditional Mojari,5,1495.66,Debit Card,2023-05-06,Proddatur Central Mall,5.2,anitha.chowdary@proddaturmail.com,Female,57,Rajampet,7089.43
INV00179,CUST0984,Electronics,Mi Power Bank,3,1164.1,Paytm,2023-10-28,Sri Lakshmi Shopping Mall,42.49,sudha.raju@rediffmail.com,Female,25,Proddatur,2008.42
INV00180,CUST1611,Clothing,Churidar Set,1,2428.63,Credit Card,2022-02-26,Sri Lakshmi Shopping Mall,43.01,meena.devi@rediffmail.com,Female,57,Proddatur,1384.08
INV00181,CUST1574,Groceries,Kellogg's Corn Flakes,1,271.88,Debit Card,2023-07-20,PSR Shopping Mall,34.77,sirisha.suryanarayana@hotmail.com,Female,56,Proddatur,177.35
INV00182,CUST1710,Clothing,Silk Pattu Saree,7,6769.89,Paytm,2023-07-17,JC Brothers Shopping Complex,30.78,nirmala.agarwal@yahoo.com,Female,45,Proddatur,32802.83
INV00183,CUST0224,Electronics,Samsung Galaxy M32,1,12952.68,UPI,2022-07-18,PSR Shopping Mall,4.6,anil.pandey@yahoo.com,Male,34,Rayachoti,12356.86
INV00184,CUST1063,Groceries,Aashirvaad Atta (10kg),5,487.33,UPI,2023-07-04,Sri Lakshmi Shopping Mall,12.5,pavani.sharma@rediffmail.com,Female,50,Proddatur,2132.07
INV00185,CUST1764,Electronics,Bajaj Induction Cooker,2,3131.16,Credit Card,2022-05-10,Proddatur Central Mall,17.48,sujana.ramakrishna@gmail.com,Female,38,Proddatur,5167.67
INV00186,CUST1507,Clothing,Cotton Dhoti,3,639.35,UPI,2022-10-27,JC Brothers Shopping Complex,6.12,rajesh.goud@apsrtc.gov.in,Male,42,Kadapa,1800.67
INV00187,CUST1095,Clothing,Lehenga,4,9181.12,Debit Card,2023-07-11,JC Brothers Shopping Complex,42.94,sujatha.srinivasulu@kakinada.edu.in,Female,30,Kadapa,20954.99
INV00188,CUST0530,Beauty,Patanjali Hair Oil,2,230.35,Cash,2023-01-11,JC Brothers Shopping Complex,12.21,pavani.swamy@proddaturmail.com,Female,56,Kadapa,404.45
INV00189,CUST1097,Groceries,Sunflower Oil (5L),2,816.2,Cash,2023-12-16,SVR Mall,45.02,durga.narayan@outlook.com,Female,30,Proddatur,897.49
INV00190,CUST0252,Electronics,Philips Mixer Grinder,1,4780.12,Debit Card,2023-05-13,JC Brothers Shopping Complex,42.07,madhavi.naidu@apcob.org,Female,35,Rajampet,2769.12
INV00191,CUST0004,Clothing,Lehenga,1,7799.29,UPI,2023-07-21,Proddatur Central Mall,39.4,sirisha.babu@hotmail.com,Female,42,Proddatur,4726.37
INV00192,CUST0112,Electronics,Mi Power Bank,1,1943.65,Cash,2023-12-17,JC Brothers Shopping Complex,1.06,jaya.kumar@rediffmail.com,Female,28,Proddatur,1923.05
INV00193,CUST1632,Groceries,MTR Masala Pack,4,465.44,UPI,2022-10-12,SVR Mall,4.22,lakshmi.devi@apsrtc.gov.in,Female,34,Proddatur,1783.19
INV00194,CUST0606,Groceries,Kellogg's Corn Flakes,4,226.16,UPI,2023-01-29,Proddatur Central Mall,2.22,devi.devi@gmail.com,Female,37,Proddatur,884.56
INV00195,CUST1832,Electronics,Samsung Galaxy M32,4,14641.61,Cash,2023-11-07,Sri Lakshmi Shopping Mall,1.57,siva.kondaiah@yahoo.com,Male,43,Proddatur,57646.95
INV00196,CUST0858,Home & Kitchen,Clay Cookware Set,11,2384.05,Cash,2023-09-16,SVR Mall,45.37,krishna.patil@yahoo.com,Male,38,Proddatur,14326.47
INV00197,CUST1301,Home & Kitchen,Clay Cookware Set,8,2088.68,Cash,2022-08-10,Sri Lakshmi Shopping Mall,31.08,siva.swamy@apcob.org,Male,22,Pulivendla,11516.15
INV00198,CUST1144,Groceries,MTR Masala Pack,6,471.7,Debit Card,2022-04-22,SVR Mall,46.9,siva.pandey@gmail.com,Male,41,Kamalapuram,1502.84
INV00199,CUST1765,Home & Kitchen,Faber Chimney,1,9137.84,Cash,2023-08-05,Proddatur Central Mall,19.06,vijaya.setty@hotmail.com,Female,28,Kamalapuram,7396.17
INV00200,CUST1808,Jewelry,Pearl Necklace,14,3398.77,UPI,2022-05-16,Proddatur Central Mall,47.55,sneha.pillai@yahoo.com,Female,29,Proddatur,24957.17
INV00201,CUST0004,Electronics,Havells Water Heater,7,5578.4,Debit Card,2023-07-10,JC Brothers Shopping Complex,30.78,sirisha.babu@hotmail.com,Female,42,Proddatur,27029.58
INV00202,CUST1925,Beauty,Dove Soap (Pack of 3),1,120.99,Credit Card,2023-10-31,JC Brothers Shopping Complex,15.34,anil.murthy@yahoo.com,Male,52,Mydukur,102.43
INV00203,CUST0080,Electronics,Samsung Galaxy M32,1,13759.64,Paytm,2022-07-03,PSR Shopping Mall,23.32,krishna.murthy@proddaturmail.com,Male,26,Kadapa,10550.89
INV00204,CUST0510,Beauty,Forest Essentials Cream,1,1290.33,UPI,2023-10-16,SVR Mall,28.98,vamsi.reddy@kakinada.edu.in,Male,48,Proddatur,916.39
INV00205,CUST0452,Electronics,OnePlus Nord CE 2,4,26642.64,Cash,2023-07-19,JC Brothers Shopping Complex,12.9,savitri.prasad@rediffmail.com,Female,41,Pulivendla,92822.96
INV00206,CUST0024,Clothing,Kids' T-Shirt,3,373.45,UPI,2023-05-22,Sri Lakshmi Shopping Mall,30.9,lakshmi.devi@andhramail.com,Female,34,Kamalapuram,774.16
INV00207,CUST1517,Clothing,Designer Blouse,2,1804.8,UPI,2023-11-02,Proddatur Central Mall,28.99,sunil.agarwal@outlook.com,Male,44,Proddatur,2563.18
INV00208,CUST0231,Footwear,Traditional Mojari,2,1772.81,Cash,2022-03-04,JC Brothers Shopping Complex,0.81,prasad.hegde@rediffmail.com,Male,52,Yerraguntla,3516.9
INV00209,CUST0414,Home & Kitchen,Wooden Cutting Board,2,417.35,Debit Card,2023-07-08,Sri Lakshmi Shopping Mall,5.46,aruna.kondaiah@apsrtc.gov.in,Female,41,Rayachoti,789.13
INV00210,CUST0498,Clothing,Churidar Set,3,1949.31,Cash,2023-06-08,PSR Shopping Mall,18.57,divya.sastry@apcob.org,Female,25,Jammalamadugu,4761.97
INV00211,CUST0077,Home & Kitchen,Faber Chimney,3,9001.56,Cash,2022-03-15,JC Brothers Shopping Complex,16.33,radha.singh@gmail.com,Female,50,Mydukur,22594.82
INV00212,CUST1821,Jewelry,Traditional Maang Tikka,1,970.69,Credit Card,2023-02-22,Proddatur Central Mall,48.68,sneha.nayak@kakinada.edu.in,Female,29,Proddatur,498.16
INV00213,CUST0490,Clothing,Kids' T-Shirt,1,755.94,Credit Card,2023-01-13,JC Brothers Shopping Complex,1.28,krishna.murthy@andhramail.com,Male,58,Kadapa,746.26
INV00214,CUST1734,Home & Kitchen,Plastic Storage Containers,8,870.08,Paytm,2023-06-08,PSR Shopping Mall,35.64,naidu.nayak@kakinada.edu.in,Male,36,Jammalamadugu,4479.87
INV00215,CUST0689,Clothing,Kids' T-Shirt,1,490.54,UPI,2023-08-20,Sri Lakshmi Shopping Mall,49.89,satish.prakash@gmail.com,Male,50,Proddatur,245.81
INV00216,CUST0700,Groceries,Horlicks (500g),1,313.03,Debit Card,2022-08-18,Sri Lakshmi Shopping Mall,36.7,devi.iyer@apsrtc.gov.in,Female,38,Rajampet,198.15
INV00217,CUST0431,Beauty,Dove Soap (Pack of 3),10,157.79,Debit Card,2023-06-25,JC Brothers Shopping Complex,26.22,rani.yadav@andhramail.com,Female,27,Proddatur,1164.17
INV00218,CUST1225,Beauty,Patanjali Hair Oil,5,236.66,Cash,2022-07-19,JC Brothers Shopping Complex,16.43,reddy.raju@kakinada.edu.in,Male,36,Jammalamadugu,988.88
INV00219,CUST1463,Groceries,Sunflower Oil (5L),4,1007.92,Paytm,2022-08-25,PSR Shopping Mall,22.25,rani.varma@kakinada.edu.in,Female,26,Kadapa,3134.63
INV00220,CUST0595,Clothing,Designer Blouse,1,1307.9,Credit Card,2023-01-06,SVR Mall,45.73,ramesh.varma@kakinada.edu.in,Male,58,Kadapa,709.8
INV00221,CUST1149,Electronics,Boat Headphones,4,1459.53,Paytm,2022-08-24,SVR Mall,41.39,naga.devi@gmail.com,Male,55,Proddatur,3421.72
INV00222,CUST0296,Home & Kitchen,Designer Curtains,1,3185.26,Credit Card,2022-09-08,JC Brothers Shopping Complex,33.3,krishna.kondaiah@yahoo.com,Male,39,Kadapa,2124.57
INV00223,CUST0951,Electronics,OnePlus Nord CE 2,1,26451.02,UPI,2022-12-16,PSR Shopping Mall,25.25,jyothi.srinivasulu@kakinada.edu.in,Female,42,Mydukur,19772.14
INV00224,CUST0633,Jewelry,Oxidized Earrings,3,749.94,UPI,2023-10-10,Sri Lakshmi Shopping Mall,43.82,sunita.achary@rediffmail.com,Female,39,Yerraguntla,1263.95
INV00225,CUST0106,Electronics,Sony Home Theatre,7,25670.73,UPI,2023-03-05,Sri Lakshmi Shopping Mall,23.49,subba.choudhary@outlook.com,Male,31,Proddatur,137484.73
INV00226,CUST0479,Clothing,Kids' T-Shirt,1,794.97,Cash,2023-03-18,PSR Shopping Mall,6.62,suresh.swamy@apsrtc.gov.in,Male,66,Proddatur,742.34
INV00227,CUST0807,Electronics,Boat Headphones,5,2393.86,UPI,2023-03-09,JC Brothers Shopping Complex,12.07,naveen.babu@apcob.org,Male,62,Rajampet,10524.61
INV00228,CUST1776,Groceries,Horlicks (500g),5,260.78,UPI,2022-12-11,JC Brothers Shopping Complex,36.11,sridevi.achary@hotmail.com,Female,33,Proddatur,833.06
INV00229,CUST1343,Jewelry,Brass Antique Jewelry,2,1636.98,Cash,2023-04-05,Proddatur Central Mall,21.78,babu.setty@apsrtc.gov.in,Male,56,Kadapa,2560.89
INV00230,CUST1397,Home & Kitchen,Wooden Cutting Board,3,758.17,UPI,2022-07-07,Sri Lakshmi Shopping Mall,46.83,chandra.devi@kakinada.edu.in,Male,36,Kadapa,1209.36
INV00231,CUST1748,Groceries,Nandini Ghee (1L),4,575.87,Debit Card,2023-08-31,SVR Mall,21.93,naga.nayak@kakinada.edu.in,Male,31,Jammalamadugu,1798.33
INV00232,CUST0343,Footwear,Women's Kolhapuri Chappals,1,732.26,UPI,2022-10-14,SVR Mall,24.66,pavan.prasad@yahoo.com,Male,28,Proddatur,551.68
INV00233,CUST1444,Groceries,Kellogg's Corn Flakes,1,214.23,Cash,2023-06-22,Proddatur Central Mall,19.2,padma.suryanarayana@gmail.com,Female,37,Mydukur,173.1
INV00234,CUST1573,Beauty,Forest Essentials Cream,2,1316.65,Cash,2022-02-12,JC Brothers Shopping Complex,13.91,srikanth.prasad@apcob.org,Male,49,Kadapa,2267.01
INV00235,CUST0365,Electronics,LG Smart TV,6,27963.78,Debit Card,2022-04-12,Proddatur Central Mall,13.69,sridevi.swamy@hotmail.com,Female,62,Yerraguntla,144813.23
INV00236,CUST1320,Jewelry,Pearl Necklace,1,3966.42,Paytm,2022-10-23,JC Brothers Shopping Complex,37.67,rao.sharma@proddaturmail.com,Male,24,Rayachoti,2472.27
INV00237,CUST0388,Clothing,Designer Blouse,1,1774.31,UPI,2022-05-25,Sri Lakshmi Shopping Mall,37.74,lalitha.agarwal@yahoo.com,Female,29,Rayachoti,1104.69
INV00238,CUST1683,Groceries,Basmati Rice (5kg),1,502.0,UPI,2023-07-07,Proddatur Central Mall,41.63,divya.rao@yahoo.com,Female,44,Proddatur,293.02
INV00239,CUST1601,Footwear,Rubber Flip Flops,2,256.63,UPI,2022-10-16,PSR Shopping Mall,22.24,mahesh.prasad@apcob.org,Male,29,Proddatur,399.11
INV00240,CUST1825,Jewelry,Silver Anklets,4,1555.49,UPI,2022-10-30,Proddatur Central Mall,21.61,sneha.hegde@hotmail.com,Female,44,Proddatur,4877.39
INV00241,CUST0321,Home & Kitchen,Milton Flask Set,4,1477.91,Cash,2022-10-13,Proddatur Central Mall,40.18,venkat.singh@apsrtc.gov.in,Male,40,Proddatur,3536.34
INV00242,CUST0743,Electronics,Sony Home Theatre,1,20030.06,Cash,2022-03-18,Sri Lakshmi Shopping Mall,22.67,anitha.raju@hotmail.com,Female,49,Proddatur,15489.25
INV00243,CUST0829,Home & Kitchen,Prestige Pressure Cooker,1,2366.76,Cash,2023-12-25,JC Brothers Shopping Complex,46.62,sridevi.pillai@apcob.org,Female,49,Kadapa,1263.38
INV00244,CUST0990,Beauty,Lakme Lipstick,2,774.59,UPI,2022-07-14,SVR Mall,31.36,ramesh.agarwal@yahoo.com,Male,53,Mydukur,1063.36
INV00245,CUST1889,Beauty,Forest Essentials Cream,1,1608.02,UPI,2023-01-21,Proddatur Central Mall,13.26,swapna.swamy@apcob.org,Female,48,Proddatur,1394.8
INV00246,CUST1886,Electronics,Philips Mixer Grinder,1,4086.93,Debit Card,2023-05-24,Proddatur Central Mall,4.44,naga.shastri@apcob.org,Male,37,Mydukur,3905.47
INV00247,CUST1065,Electronics,Mi Power Bank,1,1469.28,UPI,2022-01-04,PSR Shopping Mall,10.43,naveen.murthy@proddaturmail.com,Male,36,Mydukur,1316.03
INV00248,CUST0880,Electronics,Boat Headphones,2,2262.05,UPI,2023-12-06,SVR Mall,11.74,pavani.patil@kakinada.edu.in,Female,30,Rayachoti,3992.97
INV00249,CUST0802,Footwear,Traditional Mojari,8,1624.76,Credit Card,2023-11-04,PSR Shopping Mall,43.75,anupama.devi@apsrtc.gov.in,Female,28,Kadapa,7311.42
INV00250,CUST0867,Electronics,Crompton Ceiling Fan,12,2315.12,UPI,2023-10-08,JC Brothers Shopping Complex,14.77,kavita.rao@gmail.com,Female,28,Mydukur,23678.12
INV00251,CUST0810,Footwear,Ladies Heels,5,1295.83,UPI,2023-03-06,JC Brothers Shopping Complex,21.24,sujana.setty@andhramail.com,Female,26,Mydukur,5102.98
INV00252,CUST1157,Clothing,Cotton Dhoti,3,752.41,Debit Card,2023-11-08,PSR Shopping Mall,38.68,srikanth.hegde@apsrtc.gov.in,Male,28,Proddatur,1384.13
INV00253,CUST1110,Electronics,Philips Mixer Grinder,2,2572.41,UPI,2023-09-08,PSR Shopping Mall,13.4,praveen.pillai@apsrtc.gov.in,Male,28,Kadapa,4455.41
INV00254,CUST0517,Groceries,Telugu Pickles (1kg),8,252.32,Debit Card,2022-03-04,PSR Shopping Mall,15.88,nirmala.gupta@apsrtc.gov.in,Female,35,Yerraguntla,1698.01
INV00255,CUST1518,Electronics,Samsung Galaxy M32,8,13073.27,UPI,2023-03-12,Sri Lakshmi Shopping Mall,36.41,reddy.patil@yahoo.com,Male,58,Proddatur,66506.34
INV00256,CUST1200,Electronics,Philips Mixer Grinder,11,3931.26,UPI,2022-11-12,Sri Lakshmi Shopping Mall,8.33,madhu.venkateswarlu@proddaturmail.com,Male,27,Proddatur,39641.65
INV00257,CUST1114,Groceries,Toor Dal (2kg),4,310.5,Cash,2023-09-21,PSR Shopping Mall,1.0,sarala.varma@outlook.com,Female,40,Proddatur,1229.58
INV00258,CUST1490,Beauty,Ayurvedic Face Pack,3,569.28,Credit Card,2022-04-03,Sri Lakshmi Shopping Mall,38.34,anupama.gupta@apcob.org,Female,37,Rayachoti,1053.05
INV00259,CUST0315,Clothing,Designer Blouse,6,877.82,Debit Card,2023-06-16,Proddatur Central Mall,7.85,vamsi.devi@gmail.com,Male,54,Proddatur,4853.47
INV00260,CUST1925,Beauty,Ayurvedic Face Pack,2,366.03,Cash,2022-10-25,Sri Lakshmi Shopping Mall,10.78,anil.murthy@yahoo.com,Male,52,Mydukur,653.14
INV00261,CUST1434,Beauty,Nivea Skin Cream,6,230.76,Debit Card,2022-02-06,Proddatur Central Mall,19.9,manoj.choudhary@kakinada.edu.in,Male,45,Badvel,1109.03
INV00262,CUST0431,Electronics,Philips Mixer Grinder,4,4078.89,UPI,2022-10-17,Sri Lakshmi Shopping Mall,34.4,rani.yadav@andhramail.com,Female,27,Proddatur,10703.01
INV00263,CUST0378,Home & Kitchen,Steel Dinner Set,7,2672.93,Cash,2023-01-22,Sri Lakshmi Shopping Mall,43.83,swapna.pandey@gmail.com,Female,21,Proddatur,10509.69
INV00264,CUST1268,Groceries,Kellogg's Corn Flakes,4,182.42,Debit Card,2022-03-17,Proddatur Central Mall,37.13,sirisha.gowda@hotmail.com,Female,38,Kadapa,458.75
INV00265,CUST0235,Home & Kitchen,Designer Curtains,7,1985.71,UPI,2022-04-08,JC Brothers Shopping Complex,30.28,manoj.gowda@apcob.org,Male,29,Proddatur,9691.06
INV00266,CUST0545,Groceries,Aashirvaad Atta (10kg),8,430.22,UPI,2023-03-12,SVR Mall,22.95,naveen.gopal@outlook.com,Male,43,Kadapa,2651.88
INV00267,CUST1617,Electronics,Boat Headphones,1,1186.12,Credit Card,2023-04-28,PSR Shopping Mall,48.34,rao.prakash@gmail.com,Male,71,Proddatur,612.75
INV00268,CUST1218,Jewelry,Imitation Bridal Set,3,4026.37,Paytm,2022-10-19,PSR Shopping Mall,19.12,saraswati.ramakrishna@kakinada.edu.in,Female,46,Kadapa,9769.58
INV00269,CUST0322,Home & Kitchen,Milton Flask Set,1,1116.59,UPI,2023-01-17,Proddatur Central Mall,28.89,manoj.patil@gmail.com,Male,47,Proddatur,794.01
INV00270,CUST0981,Electronics,Havells Water Heater,1,4435.79,UPI,2023-04-03,Sri Lakshmi Shopping Mall,15.53,naveen.singh@hotmail.com,Male,33,Proddatur,3746.91
INV00271,CUST0268,Groceries,Basmati Rice (5kg),10,759.45,UPI,2022-04-08,Proddatur Central Mall,24.49,krishna.yadav@apcob.org,Male,47,Proddatur,5734.61
INV00272,CUST0771,Groceries,Nandini Ghee (1L),1,604.68,Cash,2023-02-17,Sri Lakshmi Shopping Mall,41.98,satish.sharma@rediffmail.com,Male,26,Proddatur,350.84
INV00273,CUST1098,Electronics,Bajaj Induction Cooker,4,5221.53,UPI,2023-05-21,SVR Mall,41.72,sarita.iyer@outlook.com,Female,29,Kadapa,12172.43
INV00274,CUST0248,Electronics,Samsung Galaxy M32,2,13072.58,Credit Card,2023-09-06,PSR Shopping Mall,10.46,chandra.varma@rediffmail.com,Male,65,Kadapa,23410.38
INV00275,CUST1398,Groceries,Basmati Rice (5kg),4,596.55,Debit Card,2023-07-13,Sri Lakshmi Shopping Mall,35.44,priya.narayan@gmail.com,Female,31,Proddatur,1540.53
INV00276,CUST0400,Electronics,OnePlus Nord CE 2,3,26254.12,UPI,2022-04-18,Sri Lakshmi Shopping Mall,37.84,jaya.yadav@apsrtc.gov.in,Female,49,Proddatur,48958.68
INV00277,CUST1683,Clothing,Women's Saree,6,1753.9,UPI,2022-06-20,SVR Mall,21.21,divya.rao@yahoo.com,Female,44,Proddatur,8291.39
INV00278,CUST1827,Clothing,Designer Blouse,1,1185.41,UPI,2023-05-14,JC Brothers Shopping Complex,0.46,kiran.singh@rediffmail.com,Male,23,Proddatur,1179.96
INV00279,CUST1801,Electronics,Crompton Ceiling Fan,2,2422.65,Credit Card,2023-11-24,Proddatur Central Mall,18.58,lakshmi.nayak@yahoo.com,Female,64,Kamalapuram,3945.04
INV00280,CUST0601,Groceries,Basmati Rice (5kg),1,740.84,Debit Card,2022-10-25,SVR Mall,47.6,sarita.prasad@yahoo.com,Female,28,Rajampet,388.2
INV00281,CUST0355,Groceries,Basmati Rice (5kg),2,780.86,Cash,2022-09-15,Proddatur Central Mall,46.35,priya.narayan@andhramail.com,Female,24,Proddatur,837.86
INV00282,CUST1639,Groceries,Nandini Ghee (1L),4,501.96,UPI,2022-06-18,Sri Lakshmi Shopping Mall,20.82,sudha.rao@apcob.org,Female,70,Proddatur,1589.81
INV00283,CUST1504,Electronics,Philips Mixer Grinder,6,2998.17,Debit Card,2022-01-06,Sri Lakshmi Shopping Mall,4.69,sneha.murthy@apcob.org,Female,33,Kadapa,17145.33
INV00284,CUST0959,Groceries,Horlicks (500g),1,265.65,Credit Card,2022-03-04,Proddatur Central Mall,17.52,sudha.kondaiah@proddaturmail.com,Female,28,Proddatur,219.11
INV00285,CUST0158,Groceries,Basmati Rice (5kg),4,582.37,Cash,2022-12-20,SVR Mall,41.04,anupama.chowdary@kakinada.edu.in,Female,50,Proddatur,1373.46
INV00286,CUST1787,Electronics,Boat Headphones,1,2868.62,Credit Card,2022-11-10,Proddatur Central Mall,28.06,anupama.rao@kakinada.edu.in,Female,44,Pulivendla,2063.69
INV00287,CUST0695,Groceries,Sunflower Oil (5L),1,1019.2,UPI,2022-03-21,Sri Lakshmi Shopping Mall,14.0,ramesh.gowda@apcob.org,Male,26,Pulivendla,876.51
INV00288,CUST1903,Beauty,Dove Soap (Pack of 3),3,171.59,Credit Card,2022-05-10,SVR Mall,19.15,sujana.shastri@gmail.com,Female,50,Proddatur,416.19
INV00289,CUST1122,Electronics,Havells Water Heater,2,6673.99,UPI,2023-09-12,Proddatur Central Mall,23.67,naga.babu@andhramail.com,Male,64,Proddatur,10188.51
INV00290,CUST1713,Clothing,Readymade Salwar,1,1292.98,Cash,2022-08-10,JC Brothers Shopping Complex,8.24,srinivas.pillai@proddaturmail.com,Male,51,Proddatur,1186.44
INV00291,CUST1251,Jewelry,Gold Plated Bangles,5,1273.95,Debit Card,2022-03-21,PSR Shopping Mall,40.36,kavita.sharma@outlook.com,Female,52,Kadapa,3798.92
